"grappe","menage","score_fies","pluriactif","a_elevage","revenu_agri","a_vendu","irrig","coop","temps_marche","hhweight","region","hhsize","hage","hgender","milieu_rural","educ_primaire","log_pcexp","producteur","log_revenu","log_temps_marche"
394,10,9,1,1,75000,1,1,1,30,980.67578125,7,8,52,1,1,0,12.4108997833352,1,11.2252567257629,3.43398720448515
394,11,7,1,1,0,0,1,1,30,980.67578125,7,4,27,1,1,0,13.3403822198005,1,0,3.43398720448515
394,12,8,1,1,9750,1,1,1,30,980.67578125,7,7,57,1,1,0,12.001739539818,1,9.18512512283512,3.43398720448515
396,1,5,1,1,0,0,1,0,30,648.342102050781,7,12,67,1,1,0,12.1319246004582,1,0,3.43398720448515
396,2,6,1,1,0,0,1,0,30,648.342102050781,7,7,35,1,1,0,11.7660084499601,1,0,3.43398720448515
396,3,6,1,1,0,0,1,0,30,648.342102050781,7,4,29,1,1,0,12.2924380391779,1,0,3.43398720448515
396,4,1,1,1,0,0,1,0,30,648.342102050781,7,3,35,1,1,0,12.582262231061,1,0,3.43398720448515
396,5,6,1,1,15400,1,1,0,30,648.342102050781,7,5,39,1,1,0,12.6896346270961,1,9.64218772135847,3.43398720448515
396,6,8,1,1,28000,1,1,0,30,648.342102050781,7,5,54,1,1,0,12.3093855897812,1,10.2399955028053,3.43398720448515
396,7,1,0,0,40350,1,1,0,30,648.342102050781,7,1,27,1,1,0,14.0111469320144,0,10.6053714565385,3.43398720448515
396,8,7,1,1,0,0,1,0,30,648.342102050781,7,3,32,2,1,0,12.8377447744013,1,0,3.43398720448515
396,9,7,1,1,8400,1,1,0,30,648.342102050781,7,10,70,1,1,0,12.6748567814962,1,9.03610602536485,3.43398720448515
396,10,8,1,1,6000,1,1,0,30,648.342102050781,7,4,70,1,1,0,13.5462545121338,1,8.69968140098951,3.43398720448515
396,11,7,1,1,130000,1,1,0,30,648.342102050781,7,9,46,1,1,0,12.2005575433991,1,11.7752974217158,3.43398720448515
396,12,9,0,0,0,0,1,0,30,648.342102050781,7,5,55,2,1,0,12.7855267744098,0,0,3.43398720448515
398,2,6,1,1,0,0,1,0,10,1018.26538085938,7,3,60,1,1,0,12.3352357513015,1,0,2.39789527279837
398,3,1,1,1,0,0,1,0,10,1018.26538085938,7,9,50,1,1,1,12.0732046934946,1,0,2.39789527279837
398,5,7,1,1,0,0,1,0,10,1018.26538085938,7,3,55,2,1,0,12.4217015953176,1,0,2.39789527279837
398,6,7,0,0,0,0,1,0,10,1018.26538085938,7,3,75,1,1,0,12.9224579515487,0,0,2.39789527279837
398,7,6,1,1,0,0,1,0,10,1018.26538085938,7,3,20,2,1,1,12.9130417522654,1,0,2.39789527279837
398,8,4,1,1,0,0,1,0,10,1018.26538085938,7,7,68,1,1,0,12.0394367972576,1,0,2.39789527279837
398,10,7,0,0,0,0,1,0,10,1018.26538085938,7,4,60,2,1,0,12.125648445827,0,0,2.39789527279837
398,11,9,1,1,0,0,1,0,10,1018.26538085938,7,8,37,1,1,0,12.284715142597,1,0,2.39789527279837
398,12,8,1,1,0,0,1,0,10,1018.26538085938,7,7,37,1,1,0,12.3458889342546,1,0,2.39789527279837
398,14,8,1,1,2500,1,1,0,10,1018.26538085938,7,5,30,1,1,0,12.5640490546955,1,7.82444593087762,2.39789527279837
398,19,6,1,1,12000,1,1,0,10,2322.00219726562,7,7,60,1,1,0,11.9065504420522,1,9.39274525863144,2.39789527279837
398,21,6,1,1,0,0,1,0,10,2322.00219726562,7,5,57,1,1,0,11.8828600013042,1,0,2.39789527279837
400,1,6,0,0,0,0,1,0,30,1549.60888671875,7,3,60,2,1,0,11.8425181766535,0,0,3.43398720448515
400,2,5,1,1,0,0,1,0,30,1549.60888671875,7,4,25,2,1,0,11.8369252654475,1,0,3.43398720448515
400,3,6,1,1,0,0,1,0,30,1549.60888671875,7,4,35,1,1,0,11.8574999458336,1,0,3.43398720448515
400,4,6,0,0,20000,1,1,0,30,1549.60888671875,7,7,32,1,1,1,11.7282503424602,0,9.90353755128617,3.43398720448515
400,5,9,1,1,56000,1,1,0,30,1549.60888671875,7,8,44,1,1,0,11.9900841000657,1,10.9331248267007,3.43398720448515
400,6,0,0,0,49400,1,1,0,30,1549.60888671875,7,4,25,1,1,0,12.3487946049033,0,10.8077259458861,3.43398720448515
400,7,1,0,0,0,0,1,0,30,1549.60888671875,7,4,34,1,1,0,12.8778107951557,0,0,3.43398720448515
400,8,0,1,1,40000,1,1,0,30,1549.60888671875,7,7,44,1,1,0,11.9229053660455,1,10.5966597327836,3.43398720448515
400,9,9,1,1,107000,1,1,0,30,1549.60888671875,7,6,40,2,1,0,12.3294218971348,1,11.5805934591948,3.43398720448515
400,11,8,0,0,102200,1,1,0,30,1549.60888671875,7,5,50,1,1,0,12.0921395526057,0,11.5346967414397,3.43398720448515
400,12,8,0,0,64000,1,1,0,30,1549.60888671875,7,6,50,1,1,0,12.3402208303212,0,11.0666539872197,3.43398720448515
400,16,7,0,0,0,0,1,0,30,1549.60888671875,7,6,35,1,1,0,12.4449510644637,0,0,3.43398720448515
402,1,6,1,1,13000,1,1,0,60,815.389465332031,7,4,65,1,1,0,12.1777807076645,1,9.47278155656217,4.11087386417331
402,2,6,1,1,0,0,1,0,60,815.389465332031,7,5,35,1,1,0,11.8167379893513,1,0,4.11087386417331
402,3,6,1,1,0,0,1,0,60,815.389465332031,7,6,50,1,1,0,11.7227944857717,1,0,4.11087386417331
402,4,6,1,1,16000,1,1,0,60,815.389465332031,7,3,25,1,1,0,12.3698307756516,1,9.68040649926887,4.11087386417331
402,5,1,1,1,10500,1,1,0,60,815.389465332031,7,4,51,1,1,0,12.348538198875,1,9.25922576970599,4.11087386417331
402,6,8,1,1,0,0,1,0,60,815.389465332031,7,4,25,1,1,0,12.8091385998859,1,0,4.11087386417331
402,7,7,0,0,0,0,1,0,60,815.389465332031,7,2,20,1,1,0,12.803878653618,0,0,4.11087386417331
402,8,7,1,1,24000,1,1,0,60,815.389465332031,7,5,50,1,1,0,12.7319408723958,1,10.0858507751287,4.11087386417331
402,9,8,1,1,150000,1,1,0,60,815.389465332031,7,8,70,1,1,0,12.0368595771084,1,11.9183972397228,4.11087386417331
402,10,8,1,1,0,0,1,0,60,815.389465332031,7,4,60,1,1,0,12.2421571357775,1,0,4.11087386417331
402,11,8,1,1,22500,1,1,0,60,815.389465332031,7,6,56,1,1,0,12.1394964664437,1,10.0213150316493,4.11087386417331
402,12,8,1,1,0,0,1,0,60,815.389465332031,7,16,65,1,1,0,12.1691037326705,1,0,4.11087386417331
404,1,6,0,0,0,0,0,0,60,875.195861816406,7,3,30,1,1,0,12.2733546898031,0,0,4.11087386417331
404,2,6,1,1,0,0,0,0,60,875.195861816406,7,5,58,1,1,0,12.4449247317306,1,0,4.11087386417331
404,3,6,1,1,0,0,0,0,60,875.195861816406,7,5,42,2,1,0,12.058067819838,1,0,4.11087386417331
404,4,5,1,1,0,0,0,0,60,875.195861816406,7,2,20,2,1,0,12.5668129708463,1,0,4.11087386417331
404,5,8,0,0,0,0,0,0,60,875.195861816406,7,6,25,1,1,1,12.3897439420572,0,0,4.11087386417331
404,6,0,0,0,0,0,0,0,60,875.195861816406,7,1,16,2,1,1,13.6860468098169,0,0,4.11087386417331
404,7,4,1,1,0,0,0,0,60,875.195861816406,7,3,30,2,1,1,12.7757672921266,1,0,4.11087386417331
404,8,9,0,0,0,0,0,0,60,875.195861816406,7,5,63,1,1,0,12.3000732323964,0,0,4.11087386417331
404,9,8,1,1,5000,1,0,0,60,875.195861816406,7,6,50,1,1,0,12.753248882072,1,8.5173931714189,4.11087386417331
404,10,6,0,0,0,0,0,0,60,875.195861816406,7,3,25,1,1,1,12.9704057598072,0,0,4.11087386417331
404,11,9,0,0,0,0,0,0,60,875.195861816406,7,4,25,2,1,0,12.2557414414468,0,0,4.11087386417331
404,18,9,1,1,0,0,0,0,60,3074.38549804688,7,4,26,2,1,0,12.545458824459,1,0,4.11087386417331
406,1,4,1,1,0,0,0,0,10,1167.27551269531,7,2,23,1,1,0,13.0761499219179,1,0,2.39789527279837
406,2,4,1,1,0,0,0,0,10,1167.27551269531,7,10,38,1,1,0,12.1076997256345,1,0,2.39789527279837
406,3,1,0,0,0,0,0,0,10,1167.27551269531,7,6,71,1,1,0,12.2023111267554,0,0,2.39789527279837
406,4,1,0,0,0,0,0,0,10,1167.27551269531,7,3,32,1,1,0,13.0489123913111,0,0,2.39789527279837
406,5,0,0,0,0,0,0,0,10,1167.27551269531,7,2,19,2,1,0,12.177011622501,0,0,2.39789527279837
406,6,1,0,0,0,0,0,0,10,1167.27551269531,7,7,40,1,1,0,12.1305744526596,0,0,2.39789527279837
406,7,6,1,1,0,0,0,0,10,1167.27551269531,7,9,48,1,1,0,11.6739990457671,1,0,2.39789527279837
406,8,1,1,1,0,0,0,0,10,1167.27551269531,7,6,44,1,1,0,12.2314548069125,1,0,2.39789527279837
406,9,6,0,0,0,0,0,0,10,1167.27551269531,7,5,27,2,1,0,11.7097930571122,0,0,2.39789527279837
406,10,5,0,0,0,0,0,0,10,1167.27551269531,7,6,33,1,1,0,12.0342224471973,0,0,2.39789527279837
406,11,4,0,0,0,0,0,0,10,1167.27551269531,7,6,43,1,1,0,12.144589784438,0,0,2.39789527279837
406,12,6,0,0,0,0,0,0,10,1167.27551269531,7,5,32,1,1,0,12.0546319232613,0,0,2.39789527279837
408,1,4,1,1,0,0,0,0,10,809.393981933594,7,7,42,1,1,0,12.2671002743637,1,0,2.39789527279837
408,2,4,1,1,162000,1,0,0,10,809.393981933594,7,12,53,1,1,0,12.1805130615255,1,11.995357787035,2.39789527279837
408,3,2,1,1,54000,1,0,0,10,809.393981933594,7,4,55,1,1,0,12.5962257035909,1,10.8967578438935,2.39789527279837
408,4,5,0,0,0,0,0,0,10,809.393981933594,7,6,30,1,1,0,12.1470819566726,0,0,2.39789527279837
408,5,3,1,1,0,0,0,0,10,809.393981933594,7,6,29,1,1,0,12.1521372124505,1,0,2.39789527279837
408,6,1,1,1,0,0,0,0,10,809.393981933594,7,10,54,1,1,0,12.471377653884,1,0,2.39789527279837
408,7,0,1,1,0,0,0,0,10,809.393981933594,7,8,43,1,1,0,12.5384819521179,1,0,2.39789527279837
408,8,3,0,0,0,0,0,0,10,809.393981933594,7,10,50,1,1,0,12.3031030069053,0,0,2.39789527279837
408,9,5,0,0,0,0,0,0,10,809.393981933594,7,13,48,1,1,0,12.0974714679283,0,0,2.39789527279837
408,10,3,0,0,0,0,0,0,10,809.393981933594,7,3,28,1,1,0,12.3843242123901,0,0,2.39789527279837
408,11,8,0,0,0,0,0,0,10,809.393981933594,7,3,68,2,1,0,12.3101427821319,0,0,2.39789527279837
408,12,4,0,0,0,0,0,0,10,809.393981933594,7,1,52,2,1,0,13.2401416352715,0,0,2.39789527279837
410,1,4,1,1,120000,1,0,0,180,712.194030761719,7,4,30,1,1,0,12.4293415014934,1,11.6952553550628,5.19849703126583
410,2,6,0,0,0,0,0,0,180,712.194030761719,7,1,63,2,1,0,13.3425952940212,0,0,5.19849703126583
410,3,4,0,0,0,0,0,0,180,712.194030761719,7,3,26,1,1,0,12.5524434966744,0,0,5.19849703126583
410,4,7,0,0,0,0,0,0,180,712.194030761719,7,3,29,2,1,0,12.1985904265378,0,0,5.19849703126583
410,5,4,0,0,0,0,0,0,180,712.194030761719,7,2,26,2,1,0,12.8792418224789,0,0,5.19849703126583
410,7,2,1,1,0,0,0,0,180,712.194030761719,7,10,33,2,1,0,11.8831044426261,1,0,5.19849703126583
410,8,3,0,0,0,0,0,0,180,712.194030761719,7,3,28,2,1,0,12.7195350087913,0,0,5.19849703126583
410,9,2,1,1,0,0,0,0,180,712.194030761719,7,6,45,1,1,0,12.311278586742,1,0,5.19849703126583
410,10,4,0,0,0,0,0,0,180,712.194030761719,7,4,60,1,1,0,12.2868002388083,0,0,5.19849703126583
410,11,7,0,0,0,0,0,0,180,712.194030761719,7,6,33,2,1,0,12.0920272159233,0,0,5.19849703126583
410,12,5,0,0,0,0,0,0,180,712.194030761719,7,3,29,1,1,0,12.404017484332,0,0,5.19849703126583
410,13,7,0,0,0,0,0,0,180,712.194030761719,7,4,25,2,1,0,11.9869152794376,0,0,5.19849703126583
412,1,1,1,1,282500,1,1,1,40,777.018188476562,7,3,45,1,1,0,12.788470249521,1,12.5514373693854,3.71357206670431
412,2,5,0,0,0,0,1,1,40,777.018188476562,7,3,66,2,1,0,12.4088929465476,0,0,3.71357206670431
412,3,4,1,1,120000,1,1,1,40,777.018188476562,7,4,60,1,1,0,12.5926588932881,1,11.6952553550628,3.71357206670431
412,4,4,1,1,250000,1,1,1,40,777.018188476562,7,4,52,1,1,0,12.6642657891258,1,12.4292201968364,3.71357206670431
412,5,4,1,1,0,0,1,1,40,777.018188476562,7,3,53,1,1,1,12.3592470900662,1,0,3.71357206670431
412,6,3,0,0,23000,1,1,1,40,777.018188476562,7,10,45,1,1,1,11.6973685327882,0,10.043292972227,3.71357206670431
412,7,1,0,0,0,0,1,1,40,777.018188476562,7,3,26,1,1,0,12.4122121947409,0,0,3.71357206670431
412,8,3,1,1,23000,1,1,1,40,777.018188476562,7,5,32,1,1,1,12.244594722266,1,10.043292972227,3.71357206670431
412,9,4,0,0,0,0,1,1,40,777.018188476562,7,3,70,1,1,0,12.0204829103042,0,0,3.71357206670431
412,10,5,1,1,0,0,1,1,40,777.018188476562,7,3,31,1,1,0,12.4928588480603,1,0,3.71357206670431
412,11,3,0,0,0,0,1,1,40,777.018188476562,7,5,35,2,1,0,11.9401009994661,0,0,3.71357206670431
412,12,5,0,0,0,0,1,1,40,777.018188476562,7,6,48,1,1,0,11.890238624504,0,0,3.71357206670431
414,1,4,1,1,48000,1,0,1,20,848.802673339844,7,6,39,1,1,0,12.6456536122098,1,10.7789771230064,3.04452243772342
414,2,8,0,0,0,0,0,1,20,848.802673339844,7,3,69,2,1,0,11.8227494531027,0,0,3.04452243772342
414,3,4,1,1,70000,1,0,1,20,848.802673339844,7,11,54,1,1,0,11.8947852936062,1,11.1562648066437,3.04452243772342
414,4,5,1,1,65000,1,0,1,20,848.802673339844,7,8,47,1,1,1,12.4099278035572,1,11.0821579333748,3.04452243772342
414,5,1,1,1,0,0,0,1,20,848.802673339844,7,21,42,1,1,0,12.6939866986149,1,0,3.04452243772342
414,6,2,0,0,0,0,0,1,20,848.802673339844,7,6,26,2,1,0,12.3425892459536,0,0,3.04452243772342
414,7,1,1,1,20000,1,0,1,20,848.802673339844,7,4,46,2,1,1,12.9565358924328,1,9.90353755128617,3.04452243772342
414,8,1,0,0,0,0,0,1,20,848.802673339844,7,9,40,1,1,0,12.9396844317546,0,0,3.04452243772342
414,9,1,0,0,0,0,0,1,20,848.802673339844,7,3,25,1,1,0,13.177344812233,0,0,3.04452243772342
414,10,3,0,0,0,0,0,1,20,848.802673339844,7,11,43,1,1,1,12.2875175427532,0,0,3.04452243772342
414,11,3,0,0,0,0,0,1,20,848.802673339844,7,5,30,1,1,1,12.2640832655837,0,0,3.04452243772342
414,12,5,0,0,0,0,0,1,20,848.802673339844,7,6,57,1,1,0,12.168200965772,0,0,3.04452243772342
416,1,3,1,1,45000,1,0,0,10,768.815673828125,7,6,36,1,1,0,12.2185940803896,1,10.7144399907278,2.39789527279837
416,3,1,1,1,60000,1,0,0,10,768.815673828125,7,7,42,1,1,0,12.0620052291393,1,11.002116507732,2.39789527279837
416,4,3,0,0,0,0,0,0,10,768.815673828125,7,6,38,2,1,0,12.1483967724636,0,0,2.39789527279837
416,5,1,0,0,412000,1,0,0,10,768.815673828125,7,4,26,1,1,0,12.7591363007627,0,12.9287810555132,2.39789527279837
416,6,2,0,0,22000,1,0,0,10,768.815673828125,7,3,24,1,1,0,13.1873515240077,0,9.99884318585288,2.39789527279837
416,7,2,0,0,0,0,0,0,10,768.815673828125,7,3,60,2,1,0,12.4908791029865,0,0,2.39789527279837
416,8,3,0,0,0,0,0,0,10,768.815673828125,7,3,26,1,1,0,12.4819317418539,0,0,2.39789527279837
416,9,5,0,0,0,0,0,0,10,768.815673828125,7,2,74,1,1,0,12.4061315985183,0,0,2.39789527279837
416,10,6,0,0,0,0,0,0,10,768.815673828125,7,3,48,1,1,0,12.3871081543647,0,0,2.39789527279837
416,11,6,0,0,0,0,0,0,10,768.815673828125,7,7,38,1,1,0,11.7738548663793,0,0,2.39789527279837
416,12,6,0,0,0,0,0,0,10,768.815673828125,7,3,73,2,1,0,12.2643115561523,0,0,2.39789527279837
418,1,2,1,1,166000,1,0,0,40,902.790710449219,7,5,59,1,1,0,13.2890559351861,1,12.0197490914169,3.71357206670431
418,2,0,1,1,18000,1,0,0,40,902.790710449219,7,4,35,1,1,0,12.4609131242876,1,9.7981825908907,3.71357206670431
418,3,1,1,1,0,0,0,0,40,902.790710449219,7,9,30,1,1,0,12.3754479343537,1,0,3.71357206670431
418,4,2,1,1,76000,1,0,0,40,902.790710449219,7,8,68,1,1,0,12.5032586311363,1,11.2385017770766,3.71357206670431
418,5,1,1,1,20000,1,0,0,40,902.790710449219,7,2,78,1,1,0,13.0493512565093,1,9.90353755128617,3.71357206670431
418,6,0,1,1,162500,1,0,0,40,902.790710449219,7,7,37,1,1,1,12.973048869838,1,11.9984394345791,3.71357206670431
418,7,1,1,1,11500,1,0,0,40,902.790710449219,7,1,63,1,1,0,12.7316067855243,1,9.35018926709258,3.71357206670431
418,8,1,1,1,5500,1,0,0,40,902.790710449219,7,2,80,1,1,0,12.9221958747639,1,8.61268517287546,3.71357206670431
418,9,1,1,1,72750,1,0,0,40,902.790710449219,7,6,34,1,1,0,12.5258377890987,1,11.1947979306437,3.71357206670431
418,10,1,1,1,75000,1,0,0,40,902.790710449219,7,2,57,2,1,0,12.9506003822952,1,11.2252567257629,3.71357206670431
418,11,1,0,0,0,0,0,0,40,902.790710449219,7,1,85,1,1,0,12.7088479207704,0,0,3.71357206670431
418,12,1,1,1,25000,1,0,0,40,902.790710449219,7,7,53,1,1,0,12.5247173811335,1,10.1266711030504,3.71357206670431
420,1,1,1,1,14000,1,0,0,90,616.782592773438,7,9,33,1,1,0,12.4387727620632,1,9.54688403461792,4.51085950651685
420,2,1,1,1,109000,1,0,0,90,616.782592773438,7,6,26,1,1,0,12.2855460084654,1,11.5991123354811,4.51085950651685
420,3,8,1,1,0,0,0,0,90,616.782592773438,7,5,28,1,1,0,12.2178847168972,1,0,4.51085950651685
420,4,0,1,1,76000,1,0,0,90,616.782592773438,7,4,30,1,1,0,12.1180361125659,1,11.2385017770766,4.51085950651685
420,5,5,0,0,7500,1,0,0,90,616.782592773438,7,6,37,1,1,0,11.5212888318163,0,8.92279162396964,4.51085950651685
420,6,1,0,0,0,0,0,0,90,616.782592773438,7,3,70,2,1,0,12.2961395579466,0,0,4.51085950651685
420,7,1,1,1,110000,1,0,0,90,616.782592773438,7,5,38,1,1,0,11.7411894469753,1,11.6082447356423,4.51085950651685
420,9,2,0,0,0,0,0,0,90,616.782592773438,7,3,35,1,1,0,12.5189286933572,0,0,4.51085950651685
420,10,1,1,1,24000,1,0,0,90,616.782592773438,7,6,60,1,1,0,12.3231243721786,1,10.0858507751287,4.51085950651685
420,11,0,0,0,0,0,0,0,90,616.782592773438,7,2,25,1,1,0,12.7776267974789,0,0,4.51085950651685
420,12,1,0,0,0,0,0,0,90,616.782592773438,7,3,63,2,1,0,12.5589725981467,0,0,4.51085950651685
420,13,1,1,1,15000,1,0,0,90,616.782592773438,7,3,24,1,1,0,12.7617402926619,1,9.61587214452889,4.51085950651685
422,1,8,1,1,0,0,0,0,120,739.211975097656,7,8,30,2,1,0,11.7660217943054,1,0,4.79579054559674
422,2,7,1,1,30000,1,0,0,120,739.211975097656,7,3,40,1,1,0,13.250473460626,1,10.3089859934221,4.79579054559674
422,3,8,1,1,0,0,0,0,120,739.211975097656,7,8,48,1,1,0,12.1752211252761,1,0,4.79579054559674
422,4,8,1,1,0,0,0,0,120,739.211975097656,7,7,39,1,1,0,12.5306587849377,1,0,4.79579054559674
422,5,5,1,1,0,0,0,0,120,739.211975097656,7,2,23,2,1,0,12.8235863158947,1,0,4.79579054559674
422,7,3,1,1,0,0,0,0,120,739.211975097656,7,7,45,1,1,0,12.8232685936755,1,0,4.79579054559674
422,8,5,1,1,0,0,0,0,120,739.211975097656,7,3,25,2,1,1,12.3489662958328,1,0,4.79579054559674
422,9,4,1,1,0,0,0,0,120,739.211975097656,7,7,53,1,1,1,12.5137533279105,1,0,4.79579054559674
422,10,0,1,1,0,0,0,0,120,739.211975097656,7,14,50,1,1,0,11.9325670067456,1,0,4.79579054559674
422,12,2,1,1,0,0,0,0,120,739.211975097656,7,5,60,2,1,0,12.114710739151,1,0,4.79579054559674
422,22,8,1,1,8000,1,0,0,120,1685.1162109375,7,5,57,1,1,0,12.3524654086036,1,8.98732181285012,4.79579054559674
422,23,7,1,1,0,0,0,0,120,1685.1162109375,7,6,70,1,1,0,12.1427216689823,1,0,4.79579054559674
424,1,2,1,1,22500,1,0,0,140,1152.64880371094,7,5,35,1,1,0,12.691535267983,1,10.0213150316493,4.94875989037817
424,2,7,0,0,2000,1,0,0,140,1152.64880371094,7,4,27,1,1,0,12.1987284774015,0,7.60140233458373,4.94875989037817
424,3,6,1,1,0,0,0,0,140,1152.64880371094,7,3,70,2,1,0,11.462282123791,1,0,4.94875989037817
424,4,7,1,1,9000,1,0,0,140,1152.64880371094,7,8,62,1,1,0,12.3771476678296,1,9.10509096125709,4.94875989037817
424,5,8,1,1,0,0,0,0,140,1152.64880371094,7,1,45,1,1,0,12.832486314389,1,0,4.94875989037817
424,6,9,1,1,0,0,0,0,140,1152.64880371094,7,6,55,1,1,0,12.3620692099495,1,0,4.94875989037817
424,7,8,0,0,0,0,0,0,140,1152.64880371094,7,10,35,2,1,0,10.7682671208962,0,0,4.94875989037817
424,8,7,1,1,0,0,0,0,140,1152.64880371094,7,8,44,1,1,0,12.1236960510959,1,0,4.94875989037817
424,10,4,1,1,8000,1,0,0,140,1152.64880371094,7,3,23,2,1,0,12.3451527658436,1,8.98732181285012,4.94875989037817
424,11,1,1,1,0,0,0,0,140,1152.64880371094,7,4,75,1,1,0,12.3508207774795,1,0,4.94875989037817
424,12,3,1,1,0,0,0,0,140,1152.64880371094,7,5,35,1,1,0,12.4039417853544,1,0,4.94875989037817
424,16,5,0,0,178400,1,0,0,140,1152.64880371094,7,3,24,1,1,0,12.4718054488448,0,12.0917891044935,4.94875989037817
426,1,5,0,0,0,0,0,0,150,1350.37353515625,7,6,35,1,1,0,12.7136521939897,0,0,5.01727983681492
426,2,4,1,1,0,0,0,0,150,1350.37353515625,7,11,43,1,1,0,12.4077531931359,1,0,5.01727983681492
426,4,1,1,1,0,0,0,0,150,1350.37353515625,7,5,41,1,1,0,13.1618845261915,1,0,5.01727983681492
426,6,1,1,1,137500,1,0,0,150,1350.37353515625,7,8,68,1,1,0,12.810854692276,1,11.8313864687896,5.01727983681492
426,7,6,1,1,39000,1,0,0,150,1350.37353515625,7,8,46,1,1,0,12.1790622199792,1,10.5713425658087,5.01727983681492
426,8,8,1,1,0,0,0,0,150,1350.37353515625,7,6,56,1,1,0,12.403477402822,1,0,5.01727983681492
426,9,6,1,1,22000,1,0,0,150,1350.37353515625,7,3,45,1,1,0,12.8878061876244,1,9.99884318585288,5.01727983681492
426,10,1,1,1,248000,1,0,0,150,1350.37353515625,7,4,35,1,1,0,13.0475136109585,1,12.4211880573971,5.01727983681492
426,11,8,0,0,0,0,0,0,150,1350.37353515625,7,4,50,1,1,0,11.9889847451323,0,0,5.01727983681492
426,12,6,1,1,0,0,0,0,150,1350.37353515625,7,2,19,2,1,0,12.5324536228415,1,0,5.01727983681492
426,13,4,1,1,24000,1,0,0,150,1350.37353515625,7,5,40,1,1,0,12.232206673051,1,10.0858507751287,5.01727983681492
426,16,4,1,1,434400,1,0,0,150,1350.37353515625,7,16,48,1,1,0,11.7651514307995,1,12.981723349625,5.01727983681492
428,1,6,1,1,0,0,0,0,20,931.253356933594,7,4,33,1,1,1,12.6455788094718,1,0,3.04452243772342
428,2,0,0,0,0,0,0,0,20,931.253356933594,7,3,26,2,1,1,12.8055522262,0,0,3.04452243772342
428,3,5,1,1,0,0,0,0,20,931.253356933594,7,6,30,1,1,0,12.7178746050253,1,0,3.04452243772342
428,4,0,1,1,30000,1,0,0,20,931.253356933594,7,3,25,1,1,1,13.4840821672391,1,10.3089859934221,3.04452243772342
428,5,7,1,1,0,0,0,0,20,931.253356933594,7,4,75,1,1,0,12.1368941262314,1,0,3.04452243772342
428,6,3,1,1,12000,1,0,0,20,931.253356933594,7,7,51,1,1,0,12.620293580101,1,9.39274525863144,3.04452243772342
428,7,8,0,0,0,0,0,0,20,931.253356933594,7,1,80,2,1,0,12.1889482629077,0,0,3.04452243772342
428,8,8,1,1,0,0,0,0,20,931.253356933594,7,5,50,2,1,0,12.1097783722897,1,0,3.04452243772342
428,9,1,1,1,0,0,0,0,20,931.253356933594,7,4,40,1,1,0,12.3766490651547,1,0,3.04452243772342
428,10,0,1,1,52500,1,0,0,20,931.253356933594,7,4,70,2,1,0,12.7419164081654,1,10.8685874960174,3.04452243772342
428,11,0,0,0,0,0,0,0,20,931.253356933594,7,4,20,2,1,0,12.3064650593318,0,0,3.04452243772342
428,12,4,0,0,0,0,0,0,20,931.253356933594,7,2,75,2,1,0,12.5924343568235,0,0,3.04452243772342
430,1,1,1,1,186000,1,0,0,Inf,598.557556152344,7,9,53,1,0,1,12.9864585990983,1,12.133507329025,Inf
430,2,2,0,0,0,0,0,0,Inf,598.557556152344,7,4,43,1,0,0,13.1470333677876,0,0,Inf
430,3,3,0,0,0,0,0,0,Inf,598.557556152344,7,4,34,1,0,1,12.9669430898829,0,0,Inf
430,4,0,0,0,0,0,0,0,Inf,598.557556152344,7,1,64,2,0,0,12.9336989218926,0,0,Inf
430,5,1,0,0,0,0,0,0,Inf,598.557556152344,7,6,41,1,0,1,12.3340930308019,0,0,Inf
430,6,1,0,0,0,0,0,0,Inf,598.557556152344,7,13,45,1,0,0,12.260238217227,0,0,Inf
430,7,1,0,0,0,0,0,0,Inf,598.557556152344,7,5,41,1,0,1,13.0712909796699,0,0,Inf
430,8,1,0,0,0,0,0,0,Inf,598.557556152344,7,5,40,1,0,0,13.0107015221639,0,0,Inf
430,9,1,1,1,12500,1,0,0,Inf,598.557556152344,7,6,39,1,0,0,13.423431394501,1,9.43356392009056,Inf
430,10,1,0,0,45800,1,0,0,Inf,598.557556152344,7,7,53,1,0,1,12.5115894175309,0,10.7320612039251,Inf
430,12,1,0,0,0,0,0,0,Inf,598.557556152344,7,6,39,1,0,1,12.8614502158276,0,0,Inf
430,13,1,0,0,0,0,0,0,Inf,598.557556152344,7,2,70,2,0,0,12.902082209933,0,0,Inf
432,1,2,0,0,0,0,NA,NA,180,331.850555419922,7,3,30,1,1,0,13.0699313427929,0,0,5.19849703126583
432,2,5,0,0,0,0,NA,NA,180,331.850555419922,7,3,40,1,1,0,13.1451450189105,0,0,5.19849703126583
432,3,1,0,0,0,0,NA,NA,180,331.850555419922,7,10,70,1,1,0,12.2159113519605,0,0,5.19849703126583
432,4,4,0,0,0,0,NA,NA,180,331.850555419922,7,6,38,1,1,0,12.3057163198963,0,0,5.19849703126583
432,5,1,0,0,0,0,NA,NA,180,331.850555419922,7,11,56,1,1,0,12.1408934191848,0,0,5.19849703126583
432,6,1,0,0,0,0,NA,NA,180,331.850555419922,7,7,48,1,1,0,12.0108815364117,0,0,5.19849703126583
432,7,1,0,0,0,0,NA,NA,180,331.850555419922,7,5,67,1,1,0,12.8989905029226,0,0,5.19849703126583
432,9,1,0,0,0,0,NA,NA,180,331.850555419922,7,8,53,1,1,0,11.7990005046488,0,0,5.19849703126583
