"grappe","menage","score_fies","pluriactif","a_elevage","revenu_agri","a_vendu","irrig","coop","temps_marche","hhweight","region","hhsize","hage","hgender","milieu_rural","educ_primaire","log_pcexp","producteur","log_revenu","log_temps_marche"
995,17,6,0,0,0,0,NA,NA,75,288.490570068359,1,4,29,1,1,0,12.2767816165922,0,0,4.33073334028633
995,18,3,0,0,0,0,NA,NA,75,288.490570068359,1,7,40,1,1,0,12.6344619335543,0,0,4.33073334028633
995,21,5,0,0,0,0,NA,NA,75,288.490570068359,1,1,25,1,1,0,13.5027575701246,0,0,4.33073334028633
995,22,4,0,0,0,0,NA,NA,75,288.490570068359,1,7,33,1,1,0,11.9448639162996,0,0,4.33073334028633
995,23,6,0,0,0,0,NA,NA,75,288.490570068359,1,8,41,1,1,0,11.9427681970407,0,0,4.33073334028633
995,25,4,0,0,0,0,NA,NA,75,288.490570068359,1,5,31,1,1,0,11.9165870727489,0,0,4.33073334028633
995,26,6,0,0,0,0,NA,NA,75,288.490570068359,1,3,29,1,1,0,12.9123875930145,0,0,4.33073334028633
995,28,3,0,0,0,0,NA,NA,75,288.490570068359,1,2,30,1,1,0,13.0243047490733,0,0,4.33073334028633
3,3,4,0,0,0,0,NA,NA,35,255.752822875977,1,5,51,1,1,0,12.2658455076435,0,0,3.58351893845611
3,4,4,0,0,0,0,NA,NA,35,255.752822875977,1,4,56,1,1,0,12.6207318167449,0,0,3.58351893845611
3,5,5,0,0,0,0,NA,NA,35,255.752822875977,1,5,48,1,1,0,13.0029198545268,0,0,3.58351893845611
3,7,5,0,0,0,0,NA,NA,35,255.752822875977,1,5,70,1,1,0,12.5121146690917,0,0,3.58351893845611
3,8,5,0,0,0,0,NA,NA,35,255.752822875977,1,4,29,1,1,0,12.1592970912957,0,0,3.58351893845611
3,9,9,0,0,0,0,NA,NA,35,255.752822875977,1,4,73,2,1,0,12.7465834288456,0,0,3.58351893845611
3,11,5,0,0,0,0,NA,NA,35,255.752822875977,1,9,60,1,1,0,12.2245286250816,0,0,3.58351893845611
3,12,7,0,0,0,0,NA,NA,35,255.752822875977,1,6,40,1,1,0,11.9539342618198,0,0,3.58351893845611
3,15,7,0,0,0,0,NA,NA,35,255.752822875977,1,3,29,1,1,0,12.7096087023441,0,0,3.58351893845611
3,17,5,0,0,0,0,NA,NA,35,431.900695800781,1,8,45,1,1,0,12.561997089164,0,0,3.58351893845611
3,24,4,0,0,0,0,NA,NA,35,431.900695800781,1,3,25,1,1,0,13.0569859711677,0,0,3.58351893845611
3,28,7,0,0,0,0,NA,NA,35,431.900695800781,1,9,38,1,1,0,12.3946413797833,0,0,3.58351893845611
5,1,6,0,0,0,0,NA,NA,Inf,88.0580825805664,1,9,50,1,0,1,13.3017863623949,0,0,Inf
5,2,2,0,0,0,0,NA,NA,Inf,88.0580825805664,1,3,74,1,0,0,12.8789958334695,0,0,Inf
5,3,0,0,0,0,0,NA,NA,Inf,88.0580825805664,1,19,55,1,0,1,12.8863470133187,0,0,Inf
5,5,1,0,0,0,0,NA,NA,Inf,88.0580825805664,1,5,36,1,0,1,13.3208313759826,0,0,Inf
5,6,5,0,0,0,0,NA,NA,Inf,88.0580825805664,1,2,58,2,0,0,13.4409026503186,0,0,Inf
5,7,6,0,0,0,0,NA,NA,Inf,88.0580825805664,1,10,52,1,0,0,12.9361694074875,0,0,Inf
5,8,0,0,0,0,0,NA,NA,Inf,88.0580825805664,1,12,45,1,0,1,12.904367180701,0,0,Inf
5,9,0,0,0,0,0,NA,NA,Inf,88.0580825805664,1,8,59,1,0,0,12.9664330628829,0,0,Inf
5,10,7,0,0,0,0,NA,NA,Inf,88.0580825805664,1,5,55,1,0,0,12.3105382296062,0,0,Inf
5,11,0,0,0,0,0,NA,NA,Inf,88.0580825805664,1,2,29,1,0,1,14.6642706701686,0,0,Inf
5,12,0,0,0,0,0,NA,NA,Inf,88.0580825805664,1,3,28,1,0,0,13.5243678377057,0,0,Inf
5,17,5,0,0,0,0,NA,NA,Inf,349.3740234375,1,4,29,2,0,1,12.2303480216993,0,0,Inf
7,1,1,0,0,0,0,NA,NA,Inf,69.7156600952148,1,1,29,1,0,1,14.3077104700971,0,0,Inf
7,5,7,0,0,0,0,NA,NA,Inf,69.7156600952148,1,6,37,1,0,1,12.9383721775318,0,0,Inf
7,6,2,0,0,0,0,NA,NA,Inf,69.7156600952148,1,7,35,1,0,1,13.7438085065684,0,0,Inf
7,7,3,0,0,0,0,NA,NA,Inf,69.7156600952148,1,9,71,1,0,1,12.5987863826992,0,0,Inf
7,8,3,0,0,0,0,NA,NA,Inf,69.7156600952148,1,9,66,1,0,0,13.2888119133753,0,0,Inf
7,11,7,0,0,0,0,NA,NA,Inf,69.7156600952148,1,8,37,1,0,1,13.0142279736365,0,0,Inf
7,21,1,0,0,0,0,NA,NA,Inf,136.614242553711,1,7,53,1,0,1,13.3768175936105,0,0,Inf
7,24,2,0,0,0,0,NA,NA,Inf,136.614242553711,1,5,34,2,0,1,12.8707602288763,0,0,Inf
7,25,5,0,0,0,0,NA,NA,Inf,136.614242553711,1,5,61,2,0,0,13.9098086348561,0,0,Inf
9,2,1,0,0,0,0,NA,NA,Inf,285.642944335938,1,4,38,1,0,1,12.8640414628701,0,0,Inf
9,3,9,0,0,0,0,NA,NA,Inf,285.642944335938,1,4,48,2,0,0,12.6590352175513,0,0,Inf
9,4,5,0,0,0,0,NA,NA,Inf,285.642944335938,1,5,75,2,0,0,12.6695869049131,0,0,Inf
9,5,2,0,0,0,0,NA,NA,Inf,285.642944335938,1,2,61,1,0,0,13.7759500070727,0,0,Inf
9,6,1,0,0,0,0,NA,NA,Inf,285.642944335938,1,3,73,1,0,0,13.5283009572135,0,0,Inf
9,7,4,0,0,0,0,NA,NA,Inf,285.642944335938,1,8,41,1,0,0,12.4685040952407,0,0,Inf
9,9,3,0,0,0,0,NA,NA,Inf,285.642944335938,1,5,48,1,0,0,13.2612961717834,0,0,Inf
9,10,5,0,0,0,0,NA,NA,Inf,285.642944335938,1,10,59,2,0,0,12.6608660666305,0,0,Inf
9,11,1,0,0,0,0,NA,NA,Inf,285.642944335938,1,2,34,1,0,1,14.0717431776456,0,0,Inf
9,12,5,0,0,0,0,NA,NA,Inf,285.642944335938,1,8,67,1,0,0,12.6475282954651,0,0,Inf
11,1,7,0,0,0,0,NA,NA,Inf,74.8247451782227,1,7,36,1,0,1,11.8000643039599,0,0,Inf
11,2,0,0,0,0,0,NA,NA,Inf,74.8247451782227,1,4,63,1,0,0,13.7334991376054,0,0,Inf
11,3,2,0,0,0,0,NA,NA,Inf,74.8247451782227,1,4,58,2,0,0,13.2554205013312,0,0,Inf
11,5,2,0,0,0,0,NA,NA,Inf,74.8247451782227,1,5,66,1,0,0,13.3313597273117,0,0,Inf
11,6,3,0,0,0,0,NA,NA,Inf,74.8247451782227,1,1,70,2,0,0,13.0772791222386,0,0,Inf
11,9,0,0,0,0,0,NA,NA,Inf,74.8247451782227,1,6,65,1,0,0,13.1554705490604,0,0,Inf
11,11,0,0,0,0,0,NA,NA,Inf,74.8247451782227,1,8,65,2,0,0,13.0449032642525,0,0,Inf
11,12,3,0,0,0,0,NA,NA,Inf,74.8247451782227,1,7,58,1,0,0,12.4772171210745,0,0,Inf
11,17,6,0,0,0,0,NA,NA,Inf,112.846778869629,1,6,39,1,0,0,12.9511499215831,0,0,Inf
11,18,4,0,0,0,0,NA,NA,Inf,112.846778869629,1,6,51,1,0,0,12.9480023265397,0,0,Inf
11,21,6,0,0,0,0,NA,NA,Inf,112.846778869629,1,12,62,1,0,1,12.5744265306121,0,0,Inf
11,23,7,0,0,0,0,NA,NA,Inf,112.846778869629,1,4,35,1,0,1,13.1110359638078,0,0,Inf
13,1,1,0,0,0,0,NA,NA,190,116.174560546875,1,6,42,1,1,1,13.0112646239502,0,0,5.25227342804663
13,4,3,0,0,0,0,NA,NA,190,116.174560546875,1,5,77,1,1,0,13.2179668096605,0,0,5.25227342804663
13,8,1,0,0,0,0,NA,NA,190,116.174560546875,1,6,52,1,1,0,12.7704149245591,0,0,5.25227342804663
13,11,1,0,0,0,0,NA,NA,190,116.174560546875,1,6,41,1,1,0,13.3431538624282,0,0,5.25227342804663
13,17,7,0,0,0,0,NA,NA,190,111.391647338867,1,1,48,1,1,0,14.2500417093878,0,0,5.25227342804663
13,19,7,0,0,0,0,NA,NA,190,111.391647338867,1,10,68,1,1,0,11.9862273598902,0,0,5.25227342804663
13,21,9,0,0,0,0,NA,NA,190,111.391647338867,1,5,53,2,1,1,12.8480880318186,0,0,5.25227342804663
13,23,7,0,0,0,0,NA,NA,190,111.391647338867,1,8,36,1,1,1,12.6200382923013,0,0,5.25227342804663
13,25,3,0,0,0,0,NA,NA,190,111.391647338867,1,5,40,1,1,1,13.5369876619013,0,0,5.25227342804663
13,26,5,0,0,0,0,NA,NA,190,111.391647338867,1,5,67,1,1,0,13.2687075225188,0,0,5.25227342804663
13,27,0,0,0,0,0,NA,NA,190,111.391647338867,1,2,29,1,1,1,14.1332081851264,0,0,5.25227342804663
13,28,1,0,0,0,0,NA,NA,190,111.391647338867,1,3,46,2,1,0,13.5156530818532,0,0,5.25227342804663
15,1,3,0,0,0,0,1,0,75,146.168563842773,1,7,35,1,1,0,13.4173045698259,0,0,4.33073334028633
15,2,3,0,0,0,0,1,0,75,146.168563842773,1,2,63,2,1,0,13.1927734941246,0,0,4.33073334028633
15,3,4,0,0,0,0,1,0,75,146.168563842773,1,7,39,1,1,0,12.2209516366722,0,0,4.33073334028633
15,4,3,0,0,0,0,1,0,75,146.168563842773,1,5,37,1,1,0,12.8356381803346,0,0,4.33073334028633
15,5,2,0,0,0,0,1,0,75,146.168563842773,1,7,52,1,1,0,13.1258677922634,0,0,4.33073334028633
15,6,3,0,0,0,0,1,0,75,146.168563842773,1,5,80,2,1,0,13.2337769488008,0,0,4.33073334028633
15,7,4,0,0,0,0,1,0,75,146.168563842773,1,3,40,1,1,0,13.4712343242168,0,0,4.33073334028633
15,8,3,0,0,0,0,1,0,75,146.168563842773,1,4,28,1,1,0,13.2766946480669,0,0,4.33073334028633
15,9,1,0,0,0,0,1,0,75,146.168563842773,1,4,35,1,1,0,12.8730193369908,0,0,4.33073334028633
15,10,2,0,0,0,0,1,0,75,146.168563842773,1,4,37,1,1,0,13.4856955626566,0,0,4.33073334028633
15,11,0,0,0,0,0,1,0,75,146.168563842773,1,2,28,1,1,1,13.4259531857243,0,0,4.33073334028633
15,12,4,0,0,0,0,1,0,75,146.168563842773,1,5,75,1,1,0,12.3384097412816,0,0,4.33073334028633
17,1,4,0,0,0,0,1,1,280,249.34635925293,1,7,32,2,1,0,12.202151138337,0,0,5.63835466933375
17,2,0,0,0,0,0,1,1,280,249.34635925293,1,6,43,1,1,1,13.3649953890224,0,0,5.63835466933375
17,3,4,0,0,0,0,1,1,280,249.34635925293,1,3,72,1,1,0,12.9750399533212,0,0,5.63835466933375
17,4,6,0,0,0,0,1,1,280,249.34635925293,1,6,38,1,1,0,12.4722271937498,0,0,5.63835466933375
17,5,2,0,0,0,0,1,1,280,249.34635925293,1,3,33,1,1,0,13.0882124411866,0,0,5.63835466933375
17,6,2,0,0,0,0,1,1,280,249.34635925293,1,5,42,1,1,0,12.417028161071,0,0,5.63835466933375
17,7,6,0,0,0,0,1,1,280,249.34635925293,1,8,38,1,1,0,13.2882014923066,0,0,5.63835466933375
17,8,8,0,0,0,0,1,1,280,249.34635925293,1,6,37,1,1,0,12.6588640492558,0,0,5.63835466933375
17,9,3,0,0,0,0,1,1,280,249.34635925293,1,5,31,1,1,0,12.7462701305216,0,0,5.63835466933375
17,10,7,0,0,0,0,1,1,280,249.34635925293,1,5,56,1,1,0,13.0396290453494,0,0,5.63835466933375
17,11,7,0,0,0,0,1,1,280,249.34635925293,1,8,53,1,1,1,11.8844282436937,0,0,5.63835466933375
17,12,2,0,0,0,0,1,1,280,249.34635925293,1,4,27,1,1,0,12.7680253436199,0,0,5.63835466933375
19,1,2,0,0,0,0,1,1,11,154.609909057617,1,1,33,1,1,0,14.052501292974,0,0,2.484906649788
19,2,7,0,0,0,0,1,1,11,154.609909057617,1,6,49,1,1,0,12.2779625457408,0,0,2.484906649788
19,3,3,0,0,0,0,1,1,11,154.609909057617,1,5,42,1,1,0,12.271269006884,0,0,2.484906649788
19,5,5,0,0,0,0,1,1,11,154.609909057617,1,9,56,1,1,0,12.3556919581313,0,0,2.484906649788
19,6,4,0,0,0,0,1,1,11,154.609909057617,1,8,45,1,1,0,12.5969568630642,0,0,2.484906649788
19,7,1,0,0,0,0,1,1,11,154.609909057617,1,6,37,1,1,0,12.1683553641568,0,0,2.484906649788
19,8,5,0,0,0,0,1,1,11,154.609909057617,1,3,72,1,1,0,13.3969742679594,0,0,2.484906649788
19,9,4,0,0,0,0,1,1,11,154.609909057617,1,4,28,1,1,0,13.912904247572,0,0,2.484906649788
19,11,9,0,0,0,0,1,1,11,154.609909057617,1,5,78,1,1,0,12.9967922887518,0,0,2.484906649788
19,12,4,0,0,0,0,1,1,11,154.609909057617,1,3,79,1,1,0,13.5123313562433,0,0,2.484906649788
19,15,4,0,0,0,0,1,1,11,154.609909057617,1,5,40,1,1,0,12.7277919360087,0,0,2.484906649788
19,17,4,0,0,0,0,1,1,11,463.829711914062,1,5,45,1,1,0,12.2401011917459,0,0,2.484906649788
21,2,2,0,0,0,0,NA,NA,150,213.878082275391,1,6,38,1,1,0,12.087939236,0,0,5.01727983681492
21,3,5,0,0,0,0,NA,NA,150,213.878082275391,1,6,41,1,1,1,12.4421779541444,0,0,5.01727983681492
21,4,9,0,0,0,0,NA,NA,150,213.878082275391,1,9,55,1,1,1,12.424067276375,0,0,5.01727983681492
21,5,1,0,0,0,0,NA,NA,150,213.878082275391,1,5,27,1,1,0,12.4357781823474,0,0,5.01727983681492
21,6,4,0,0,0,0,NA,NA,150,213.878082275391,1,7,45,1,1,1,13.0490470437452,0,0,5.01727983681492
21,7,9,0,0,0,0,NA,NA,150,213.878082275391,1,4,36,1,1,0,12.7289880487575,0,0,5.01727983681492
21,8,1,0,0,0,0,NA,NA,150,213.878082275391,1,5,36,1,1,0,12.490663891608,0,0,5.01727983681492
21,9,7,0,0,0,0,NA,NA,150,213.878082275391,1,12,57,1,1,0,12.2809230261823,0,0,5.01727983681492
21,10,0,0,0,0,0,NA,NA,150,213.878082275391,1,11,48,1,1,1,12.6523369478987,0,0,5.01727983681492
21,11,0,0,0,0,0,NA,NA,150,213.878082275391,1,8,57,1,1,0,12.4949198982707,0,0,5.01727983681492
21,12,7,0,0,0,0,NA,NA,150,213.878082275391,1,6,36,1,1,0,12.0717564807668,0,0,5.01727983681492
21,17,9,0,0,0,0,NA,NA,150,738.083679199219,1,5,30,1,1,0,12.8606073841524,0,0,5.01727983681492
22,1,2,0,0,0,0,NA,NA,150,80.0869598388672,1,4,54,1,1,0,13.2432388487709,0,0,5.01727983681492
22,2,4,0,0,0,0,NA,NA,150,80.0869598388672,1,6,48,1,1,0,12.4017781941169,0,0,5.01727983681492
22,4,4,0,0,0,0,NA,NA,150,80.0869598388672,1,3,29,1,1,0,13.0884094105619,0,0,5.01727983681492
22,5,1,0,0,0,0,NA,NA,150,80.0869598388672,1,2,70,1,1,1,13.3974823953737,0,0,5.01727983681492
22,6,6,0,0,0,0,NA,NA,150,80.0869598388672,1,4,48,1,1,0,12.0510315694178,0,0,5.01727983681492
22,7,1,0,0,0,0,NA,NA,150,80.0869598388672,1,12,44,1,1,0,12.632202243901,0,0,5.01727983681492
22,8,2,0,0,0,0,NA,NA,150,80.0869598388672,1,7,45,1,1,0,12.7263010492806,0,0,5.01727983681492
22,9,4,0,0,0,0,NA,NA,150,80.0869598388672,1,3,42,1,1,0,12.5970698463857,0,0,5.01727983681492
22,10,1,0,0,0,0,NA,NA,150,80.0869598388672,1,4,53,1,1,0,13.1550133920675,0,0,5.01727983681492
22,11,0,0,0,0,0,NA,NA,150,80.0869598388672,1,3,72,1,1,0,13.0835571883241,0,0,5.01727983681492
22,12,5,0,0,0,0,NA,NA,150,80.0869598388672,1,5,58,2,1,0,11.8092426860421,0,0,5.01727983681492
22,13,3,0,0,0,0,NA,NA,150,80.0869598388672,1,4,54,1,1,0,12.8891129071964,0,0,5.01727983681492
23,1,1,0,0,0,0,1,1,Inf,89.7148208618164,1,5,37,1,0,0,12.9202764156214,0,0,Inf
23,2,6,0,0,0,0,1,1,Inf,89.7148208618164,1,4,70,1,0,0,12.1785725703114,0,0,Inf
23,3,9,0,0,0,0,1,1,Inf,89.7148208618164,1,7,36,1,0,0,11.5395539312447,0,0,Inf
23,4,3,0,0,0,0,1,1,Inf,89.7148208618164,1,1,58,2,0,0,14.0376489042291,0,0,Inf
23,5,5,0,0,0,0,1,1,Inf,89.7148208618164,1,7,68,1,0,0,12.0332225920985,0,0,Inf
23,7,1,0,0,0,0,1,1,Inf,89.7148208618164,1,3,51,2,0,0,13.1276571531154,0,0,Inf
23,8,5,0,0,0,0,1,1,Inf,89.7148208618164,1,6,72,1,0,0,12.2180645944512,0,0,Inf
23,9,6,0,0,0,0,1,1,Inf,89.7148208618164,1,24,82,1,0,1,11.9598876396862,0,0,Inf
23,10,2,0,0,0,0,1,1,Inf,89.7148208618164,1,6,40,2,0,0,12.2807978992247,0,0,Inf
23,11,7,0,0,0,0,1,1,Inf,89.7148208618164,1,2,57,1,0,0,12.4491235980633,0,0,Inf
23,12,7,0,0,0,0,1,1,Inf,89.7148208618164,1,6,72,1,0,0,12.5179813683703,0,0,Inf
23,28,8,0,0,0,0,1,1,Inf,299.096130371094,1,6,70,2,0,0,12.5872982102716,0,0,Inf
25,2,6,0,0,0,0,NA,NA,Inf,327.381896972656,1,7,52,2,0,1,12.9499020979039,0,0,Inf
25,4,4,0,0,0,0,NA,NA,Inf,327.381896972656,1,8,42,1,0,0,12.7998935848835,0,0,Inf
25,5,7,0,0,0,0,NA,NA,Inf,327.381896972656,1,5,48,1,0,0,12.2616519877717,0,0,Inf
25,6,2,0,0,0,0,NA,NA,Inf,327.381896972656,1,7,40,1,0,1,13.7094847516052,0,0,Inf
25,7,2,0,0,0,0,NA,NA,Inf,327.381896972656,1,1,30,1,0,1,15.3298669444508,0,0,Inf
25,8,1,0,0,0,0,NA,NA,Inf,327.381896972656,1,10,42,1,0,0,12.3155211844478,0,0,Inf
25,10,6,0,0,0,0,NA,NA,Inf,327.381896972656,1,6,49,2,0,0,12.9589707575267,0,0,Inf
25,12,2,0,0,0,0,NA,NA,Inf,327.381896972656,1,3,34,1,0,1,13.9430464352271,0,0,Inf
25,13,2,0,0,0,0,NA,NA,Inf,327.381896972656,1,5,51,2,0,0,12.5814592726372,0,0,Inf
25,14,6,0,0,0,0,NA,NA,Inf,327.381896972656,1,5,34,1,0,0,12.8974571797915,0,0,Inf
25,16,8,0,0,0,0,NA,NA,Inf,327.381896972656,1,3,32,1,0,1,13.2734065553737,0,0,Inf
27,1,1,0,0,0,0,NA,NA,Inf,422.768310546875,1,7,53,1,0,0,12.589706382332,0,0,Inf
27,4,1,0,0,0,0,NA,NA,Inf,422.768310546875,1,2,58,1,0,0,12.9434809251054,0,0,Inf
27,5,1,0,0,0,0,NA,NA,Inf,422.768310546875,1,4,83,1,0,0,12.7450488595988,0,0,Inf
27,7,1,0,0,0,0,NA,NA,Inf,422.768310546875,1,10,55,1,0,0,11.9171906868361,0,0,Inf
27,10,1,0,0,0,0,NA,NA,Inf,422.768310546875,1,4,30,2,0,0,12.2720156730508,0,0,Inf
27,11,1,0,0,0,0,NA,NA,Inf,422.768310546875,1,8,43,1,0,1,12.5314895771998,0,0,Inf
27,15,1,0,0,0,0,NA,NA,Inf,422.768310546875,1,5,37,1,0,1,12.8455199375185,0,0,Inf
27,19,1,0,0,0,0,NA,NA,Inf,708.369262695312,1,3,35,1,0,1,12.4843465764457,0,0,Inf
27,22,1,0,0,0,0,NA,NA,Inf,708.369262695312,1,6,43,1,0,0,12.2364019336382,0,0,Inf
27,23,1,0,0,0,0,NA,NA,Inf,708.369262695312,1,7,30,1,0,1,12.1922071973159,0,0,Inf
27,27,1,0,0,0,0,NA,NA,Inf,708.369262695312,1,7,65,1,0,0,11.6189718391233,0,0,Inf
27,28,1,0,0,0,0,NA,NA,Inf,708.369262695312,1,4,61,1,0,1,12.7723880834643,0,0,Inf
29,2,2,0,0,0,0,NA,NA,Inf,189.276748657227,1,6,43,1,0,0,12.9664086650385,0,0,Inf
29,3,0,0,0,0,0,NA,NA,Inf,189.276748657227,1,12,60,1,0,0,12.172172036742,0,0,Inf
29,5,1,0,0,0,0,NA,NA,Inf,189.276748657227,1,3,51,2,0,1,13.2405929800015,0,0,Inf
29,6,0,0,0,0,0,NA,NA,Inf,189.276748657227,1,9,63,1,0,0,12.4406513777322,0,0,Inf
29,7,1,0,0,0,0,NA,NA,Inf,189.276748657227,1,3,31,1,0,0,12.7024212942556,0,0,Inf
29,8,2,0,0,0,0,NA,NA,Inf,189.276748657227,1,5,57,1,0,1,13.4119392180446,0,0,Inf
29,9,1,0,0,0,0,NA,NA,Inf,189.276748657227,1,7,59,1,0,1,12.7771105414023,0,0,Inf
29,12,0,0,0,0,0,NA,NA,Inf,189.276748657227,1,7,41,1,0,1,13.1137960322854,0,0,Inf
29,19,1,0,0,0,0,NA,NA,Inf,349.734130859375,1,3,41,2,0,1,12.7015431683261,0,0,Inf
29,20,1,0,0,0,0,NA,NA,Inf,349.734130859375,1,5,35,1,0,1,12.622521275813,0,0,Inf
29,23,1,0,0,0,0,NA,NA,Inf,349.734130859375,1,10,46,1,0,0,12.1766048922685,0,0,Inf
29,27,1,0,0,0,0,NA,NA,Inf,349.734130859375,1,5,41,1,0,0,12.1015934254451,0,0,Inf
31,3,2,0,0,0,0,NA,NA,Inf,149.617050170898,1,12,64,1,0,0,12.6089107644551,0,0,Inf
31,5,1,0,0,0,0,NA,NA,Inf,149.617050170898,1,6,31,2,0,0,12.1787007260976,0,0,Inf
31,7,2,0,0,0,0,NA,NA,Inf,149.617050170898,1,9,72,1,0,0,13.3402673259427,0,0,Inf
31,8,1,0,0,0,0,NA,NA,Inf,149.617050170898,1,2,29,1,0,1,13.6437468949445,0,0,Inf
31,9,0,0,0,0,0,NA,NA,Inf,149.617050170898,1,5,38,2,0,0,12.6017341255655,0,0,Inf
31,10,1,0,0,0,0,NA,NA,Inf,149.617050170898,1,5,49,1,0,1,12.7913258957122,0,0,Inf
31,11,0,0,0,0,0,NA,NA,Inf,149.617050170898,1,7,51,1,0,0,12.2275443754228,0,0,Inf
31,12,1,0,0,0,0,NA,NA,Inf,149.617050170898,1,10,61,1,0,0,12.666139371567,0,0,Inf
31,13,1,0,0,0,0,NA,NA,Inf,149.617050170898,1,11,53,2,0,0,12.8368221783136,0,0,Inf
31,16,1,0,0,0,0,NA,NA,Inf,149.617050170898,1,7,51,1,0,0,12.6609152452972,0,0,Inf
31,21,1,0,0,0,0,NA,NA,Inf,379.054290771484,1,3,62,2,0,1,12.3878704975064,0,0,Inf
31,22,1,0,0,0,0,NA,NA,Inf,379.054290771484,1,1,38,1,0,0,14.1809196975238,0,0,Inf
33,1,1,0,0,0,0,NA,NA,Inf,98.2197265625,1,4,35,1,0,1,12.8801711082827,0,0,Inf
33,3,1,0,0,0,0,NA,NA,Inf,98.2197265625,1,6,57,1,0,0,12.8730993723539,0,0,Inf
33,5,1,0,0,0,0,NA,NA,Inf,98.2197265625,1,8,51,1,0,0,12.2850768814863,0,0,Inf
33,6,0,0,0,0,0,NA,NA,Inf,98.2197265625,1,6,34,2,0,1,12.0275770416853,0,0,Inf
33,7,1,0,0,0,0,NA,NA,Inf,98.2197265625,1,1,41,2,0,1,14.4811793931307,0,0,Inf
33,8,1,0,0,0,0,NA,NA,Inf,98.2197265625,1,4,39,1,0,1,12.95376985842,0,0,Inf
33,9,1,0,0,0,0,NA,NA,Inf,98.2197265625,1,2,59,2,0,0,13.4939433992185,0,0,Inf
33,10,1,0,0,0,0,NA,NA,Inf,98.2197265625,1,5,42,1,0,1,13.1623239610167,0,0,Inf
33,11,0,0,0,0,0,NA,NA,Inf,98.2197265625,1,7,88,1,0,0,12.6537248160294,0,0,Inf
33,12,1,0,0,0,0,NA,NA,Inf,98.2197265625,1,5,42,1,0,1,12.8188491349484,0,0,Inf
33,20,0,0,0,0,0,NA,NA,Inf,267.320220947266,1,5,40,1,0,0,12.617379615023,0,0,Inf
33,23,1,0,0,0,0,NA,NA,Inf,267.320220947266,1,9,48,1,0,1,13.3098406829547,0,0,Inf
35,1,2,0,0,0,0,NA,NA,Inf,162.977432250977,1,7,48,1,0,0,12.7455515949699,0,0,Inf
35,2,1,0,0,0,0,NA,NA,Inf,162.977432250977,1,6,36,1,0,0,12.2182142618815,0,0,Inf
35,3,1,0,0,0,0,NA,NA,Inf,162.977432250977,1,2,39,1,0,0,13.2876908280618,0,0,Inf
35,4,1,0,0,0,0,NA,NA,Inf,162.977432250977,1,12,54,1,0,0,12.6620338032274,0,0,Inf
35,6,1,0,0,0,0,NA,NA,Inf,162.977432250977,1,8,41,1,0,1,12.511547859783,0,0,Inf
35,7,1,0,0,0,0,NA,NA,Inf,162.977432250977,1,7,43,1,0,1,12.3982843261256,0,0,Inf
35,9,1,0,0,0,0,NA,NA,Inf,162.977432250977,1,4,46,2,0,0,13.0413485984642,0,0,Inf
35,10,1,0,0,0,0,NA,NA,Inf,162.977432250977,1,7,39,1,0,1,12.7728820508173,0,0,Inf
35,11,1,0,0,0,0,NA,NA,Inf,162.977432250977,1,6,34,1,0,1,12.5153997416922,0,0,Inf
35,12,4,0,0,0,0,NA,NA,Inf,162.977432250977,1,3,40,1,0,1,12.8003444861481,0,0,Inf
35,23,1,0,0,0,0,NA,NA,Inf,459.489929199219,1,6,61,1,0,0,12.4193571936957,0,0,Inf
35,28,1,0,0,0,0,NA,NA,Inf,459.489929199219,1,6,38,1,0,0,12.5191948026698,0,0,Inf
37,1,8,0,0,0,0,NA,NA,4,43.5474319458008,1,9,53,1,1,0,11.297585177906,0,0,1.6094379124341
37,2,4,0,0,0,0,NA,NA,4,43.5474319458008,1,3,47,1,1,0,13.0527045029366,0,0,1.6094379124341
37,4,9,0,0,0,0,NA,NA,4,43.5474319458008,1,3,53,1,1,0,12.6535353568598,0,0,1.6094379124341
37,6,5,0,0,0,0,NA,NA,4,43.5474319458008,1,3,47,2,1,0,12.746200940438,0,0,1.6094379124341
37,7,3,0,0,0,0,NA,NA,4,43.5474319458008,1,1,70,2,1,0,13.1441243187943,0,0,1.6094379124341
37,8,6,0,0,0,0,NA,NA,4,43.5474319458008,1,4,64,1,1,0,13.1563341558504,0,0,1.6094379124341
37,9,4,0,0,0,0,NA,NA,4,43.5474319458008,1,4,30,1,1,0,12.2620726934108,0,0,1.6094379124341
37,10,3,0,0,0,0,NA,NA,4,43.5474319458008,1,6,53,1,1,0,12.0670375639277,0,0,1.6094379124341
37,11,8,0,0,0,0,NA,NA,4,43.5474319458008,1,5,33,1,1,0,12.3242946820338,0,0,1.6094379124341
37,13,3,0,0,0,0,NA,NA,4,43.5474319458008,1,5,33,1,1,0,11.9360738196351,0,0,1.6094379124341
37,14,3,0,0,0,0,NA,NA,4,43.5474319458008,1,2,43,2,1,0,12.6386506058164,0,0,1.6094379124341
37,18,5,0,0,0,0,NA,NA,4,108.081886291504,1,3,29,1,1,0,12.6273181071649,0,0,1.6094379124341
39,1,7,0,0,0,0,1,0,40,366.790496826172,1,7,43,1,1,0,12.843179013604,0,0,3.71357206670431
39,2,5,0,0,0,0,1,0,40,366.790496826172,1,2,59,2,1,0,14.2432780259094,0,0,3.71357206670431
39,3,6,0,0,0,0,1,0,40,366.790496826172,1,2,82,1,1,0,13.3090564070393,0,0,3.71357206670431
